invalid_smiles,Canonicalized
O=C1c2c([O-])c3n(CCC[N+H2]C(CO)(CO)CO)ccc3c([O-])c2C(=O)c2c1cccc2,c1ccc2c(c1)C(=O)c3c(c(c4c(c3[O-])ccn4CCC[NH2+]C(CO)(CO)CO)[O-])C2=O
Clc1c(Cl)ccc2c1n(C)c1C(=O)NC3(C(C#N)c21)CC[N+H2]CC3,Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NC4(C3C#N)CC[NH2+]CC4
O(C)c1c2c(c(C(O)C(C[N+H](CCCC)CCCC)(C)C)cc1)cccc2,CCCC[NH+](CCCC)CC(C)(C)C(c1ccc(c2c1cccc2)OC)O
O=C1c2c(NCCC[N+H](CC)CC)ccc3nnn(c23)-c2c1cc(O)cc2,CC[NH+](CC)CCCNc1ccc2c3c1c(=O)c4cc(ccc4n3nn2)O
Clc1ccc(/[N+H]=C\Nc2ccc(-c3[nH]c4c(n3)cccc4)cc2)cc1,c1ccc2c(c1)[nH]c(n2)c3ccc(cc3)NC=[NH+]c4ccc(cc4)Cl
O(Cc1ccccc1)C1(C)C(=O)NC(C)(C)C[N+H2]CC(OCc2ccccc2)(C)C(=O)NC(C)(C)C[N+H2]C1,CC1(C[NH2+]CC(C(=O)NC(C[NH2+]CC(C(=O)N1)(C)OCc2ccccc2)(C)C)(C)OCc3ccccc3)C
ClC=1Sc2n(c(/C=N\NC(=[N+H2])N/N=C\c3c(-c4c(OC)cc([N+](=O)[O-])c(OC)c4)nc4SC(Cl)=Cn34)c(-c3c(OC)cc([N+](=O)[O-])c(OC)c3)n2)C=1,COc1cc(c(cc1[N+](=O)[O-])OC)c2c(n3cc(sc3n2)Cl)C=NNC(=[NH2+])NN=Cc4c(nc5n4cc(s5)Cl)c6cc(c(cc6OC)[N+](=O)[O-])OC
S(CC(NC(=O)CCC([N+H3])C(=O)[O-])C(=O)NCC(=O)[O-])CC1C(=O)Nc2c1cccc2,c1ccc2c(c1)C(C(=O)N2)CSCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+]
O(CCCCC[N+H](CC)CC)c1cc([O-])c2C(=O)C=C(c3ccccc3)Oc2c1,CC[NH+](CC)CCCCCOc1cc(c2c(=O)cc(oc2c1)c3ccccc3)[O-]
O=C1N(CC[N+H](CCCN2C(=O)C([O-])=CC=C2)CCCN2C(=O)C([O-])=CC=C2)C=CC=C1[O-],c1cc(c(=O)n(c1)CCC[NH+](CCCn2cccc(c2=O)[O-])CCn3cccc(c3=O)[O-])[O-]
ClCCN(CCCl)c1ccc(C[C@@H]([N+H3])C(=O)N[C@H](C(=O)OCC)CCC(=O)OCC)cc1,CCOC(=O)CCC(C(=O)OCC)NC(=O)C(Cc1ccc(cc1)N(CCCl)CCCl)[NH3+]
O=C1/C(=C\CCCCC)/CCC1C[N+H](C)C,CCCCCC=C1CCC(C1=O)C[NH+](C)C
O=C(NCC[N+H](C)C)c1cc2N3C(=O)c4c(cccc4)C=C3Oc2cc1,C[NH+](C)CCNC(=O)c1ccc2c(c1)n3c(o2)cc4ccccc4c3=O
O(CC=C)c1cc(C2(O)N3C(=[N+H]CCC3)c3c2cccc3)ccc1,C=CCOc1cccc(c1)C2(c3ccccc3C4=[NH+]CCCN42)O
O=C([O-])C1(C)C2C(C)(C3C4(C(C[N+H3])CC(C(C)C)(C3)CC4)CC2)CCC1,CC(C)C12CCC3(CCC4C(C3C1)(CCCC4(C)C(=O)[O-])C)C(C2)C[NH3+]
O=C(CC[N+H]1CCOCC1)N1C/C(=C/c2ccccc2)/C(=O)/C(=C\c2ccccc2)/C1,c1ccc(cc1)C=C2CN(CC(=Cc3ccccc3)C2=O)C(=O)CC[NH+]4CCOCC4
S(CCC)c1cc2c([nH]c(N3C(=O)/C(=C\c4ccccc4)/[N+H]=C3c3ccccc3)c2)cc1,CCCSc1ccc2c(c1)cc([nH]2)N3C(=[NH+]C(=Cc4ccccc4)C3=O)c5ccccc5
ClCCC[N+H]1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,c1cc(ccc1C(c2ccc(cc2)F)OCCN3CC[NH+](CC3)CCCCl)F
Clc1c2nc(C34CC5CC(C3)CC(C4)C5)cc(C(O)C3[N+H2]CCCC3)c2cc(Cl)c1,c1c(cc(c2c1c(cc(n2)C34CC5CC(C3)CC(C5)C4)C(C6CCCC[NH2+]6)O)Cl)Cl
O=C(CC(O)CCC(C)C1C(C)/C=C\C=C/C=C\C=C/C=C\C=C/C=C\C(O[C@H]2[C@@H](O)[C@@H]([N+H3])[C@H](O)[C@@H](C)O2)CC2C(C(=O)OC)C(O)CC(O)(O2)CC(O)CC(O)CC(O)CC(O)CC(=O)CC(O)CC(=O)O1)c1ccc(NC)cc1,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(CC(CC(CC(=O)CC(CC(=O)OC1C(C)CCC(CC(=O)c3ccc(cc3)NC)O)O)O)O)O)O)O)O)C(=O)OC)OC4C(C(C(C(O4)C)O)[NH3+])O
ClC(Cl)(Cl)c1nc(NCC[N+H](C(C)C)C(C)C)c2c(n1)cc(Cl)cc2,CC(C)[NH+](CCNc1c2ccc(cc2nc(n1)C(Cl)(Cl)Cl)Cl)C(C)C
Clc1cc2[n+H]cc(C[N+H3])c(NCCCC)c2cc1,CCCCNc1c2ccc(cc2[nH+]cc1C[NH3+])Cl
O=C(C[N+H]1CCN(C)CC1)N1c2c(Sc3c1cccc3)cc1c(c2)cccc1,CN1CC[NH+](CC1)CC(=O)N2c3ccccc3Sc4c2cc5ccccc5c4
O(C)c1ccc(-c2nc3c(c(C(O)C4[N+H2]CCCC4)c2)cccc3)cc1,COc1ccc(cc1)c2cc(c3ccccc3n2)C(C4CCCC[NH2+]4)O
O[C@H]1C[C@@H]2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](CCC5=[N+H]CCN5)C)CC4)CC3)CC2)CC1,CC(CCC1=[NH+]CCN1)C2CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C
SC=1C2([N+H2]N=C(S)N=1)c1c(-c3c2cccc3)cccc1,c1ccc2c(c1)-c3ccccc3C24C(=NC(=N[NH2+]4)S)S
O=C(C(C[N+H](C)C)c1ccccc1)c1ccccc1,C[NH+](C)CC(c1ccccc1)C(=O)c2ccccc2
Clc1cc2c(OC(=O)C(c3[n+H]c4n(c3)C=CC=C4)=C2)cc1,c1ccn2cc([nH+]c2c1)c3cc4cc(ccc4oc3=O)Cl
Clc1c(Cl)cc2N=C3C(=O)NC(=O)N=C3N(CCC[N+H](C)C)c2c1,C[NH+](C)CCCn1c2cc(c(cc2nc-3c(=O)[nH]c(=O)nc13)Cl)Cl
O=C(Nc1c(N)cccc1)c1ccc(C(C[N+H](Cc2ccccc2)C)=C)cc1,C[NH+](Cc1ccccc1)CC(=C)c2ccc(cc2)C(=O)Nc3ccccc3N
Fc1ccc(C(CCC[N+H]2CCC3(N(c4ccccc4)CNC3=O)CC2)c2ccc(F)cc2)cc1,c1ccc(cc1)N2CNC(=O)C23CC[NH+](CC3)CCCC(c4ccc(cc4)F)c5ccc(cc5)F
O=C1c2c(NCC[N+H2]CC(O)CO)ccc(C)c2Sc2c1cccc2,Cc1ccc(c2c1sc3ccccc3c2=O)NCC[NH2+]CC(CO)O
O=C1N(CCC[N+H2]CCCN2C(=O)c3c(cccc3)C=3C(=O)c4c(cccc4)C2=3)C=2c3c(C(=O)C=2c2c1cccc2)cccc3,c1ccc2c(c1)c3c(n(c2=O)CCC[NH2+]CCCn4c-5c(c6ccccc6c4=O)C(=O)c7c5cccc7)-c8ccccc8C3=O
O=[N+]([O-])C1=CN/C(=[N+H]\N=C\c2c(O)cc(O)cc2)/C=C1,c1cc(c(cc1O)O)C=N[NH+]=c2ccc(c[nH]2)[N+](=O)[O-]
O=C(Nc1c(C)cc(C)cc1C)c1c(N)c2c(s1)nc1c(c2)C[N+H](Cc2ccccc2)CC1,Cc1cc(c(c(c1)C)NC(=O)c2c(c3cc4c(nc3s2)CC[NH+](C4)Cc5ccccc5)N)C
Brc1cc-2c(N3C(=[N+H]CC3)c3c-2cccc3)cc1,c1ccc2c(c1)-c3cc(ccc3N4C2=[NH+]CC4)Br
Clc1cc2nc3c(c(NCCC[N+H](CC)CC)cc(OC)c3)nc2cc1,CC[NH+](CC)CCCNc1cc(cc2c1nc3ccc(cc3n2)Cl)OC
Clc1cc2nccc(Nc3ccc(C=4NC(=[N+H2])C(C#N)=C(c5ccc([N+](=O)[O-])cc5)C=4)cc3)c2cc1,c1cc(ccc1c2cc(c(c(=[NH2+])[nH]2)C#N)c3ccc(cc3)[N+](=O)[O-])Nc4ccnc5c4ccc(c5)Cl
Fc1ccc(N2CC[N+H](Cc3c(OC)ccc(C4[N+H2]CCc5c6c([nH]c45)cccc6)c3)CC2)cc1,COc1ccc(cc1C[NH+]2CCN(CC2)c3ccc(cc3)F)C4c5c(c6ccccc6[nH]5)CC[NH2+]4
Brc1cc(CN2CC[N+H](Cc3ccc(Cl)cc3)CC2)c(O)cc1,c1cc(ccc1C[NH+]2CCN(CC2)Cc3cc(ccc3O)Br)Cl
O(C)C1=C([N+]#[N+][N-H])C(=O)c2ncccc2C1=O,COC1=C(C(=O)c2c(cccn2)C1=O)[N+]#[N+][NH-]
O=[N+]([O-])c1c2Sc3c(C(=O)c2c(NC(C[N+H](CC)CC)C)cc1)cccc3,CC[NH+](CC)CC(C)Nc1ccc(c2c1c(=O)c3ccccc3s2)[N+](=O)[O-]
O=C(NCCC[N+H](CCCNC(=O)c1c2c(n(C)c1)c1c(cc(OC)cc1)cc2)C)c1c2c(n(C)c1)c1c(cc(OC)cc1)cc2,Cn1cc(c2c1c3ccc(cc3cc2)OC)C(=O)NCCC[NH+](C)CCCNC(=O)c4cn(c5c4ccc6c5ccc(c6)OC)C
Fc1c(F)cccc1-c1nnc2[nH]nc(NC(=O)C3CC[N+H](CC)CC3)c2c1,CC[NH+]1CCC(CC1)C(=O)Nc2c3cc(nnc3[nH]n2)c4cccc(c4F)F
Clc1c(F)ccc(N2CC[N+H](CC(=C)c3ccc(C(=O)Nc4c(N)cccc4)cc3)CC2)c1,C=C(C[NH+]1CCN(CC1)c2ccc(c(c2)Cl)F)c3ccc(cc3)C(=O)Nc4ccccc4N
O=[N+]([O-])c1sc(C[N+](CCNC(=O)c2c3[n+H]c4c(C)cccc4c(N)c3ccc2)(C)C)cc1,Cc1cccc2c1[nH+]c3c(c2N)cccc3C(=O)NCC[N+](C)(C)Cc4ccc(s4)[N+](=O)[O-]
Clc1c(C[N+H]2COc3c4ncccc4ccc3C2)cccc1,c1ccc(c(c1)C[NH+]2Cc3ccc4cccnc4c3OC2)Cl
O=C(NCC[N+H](C)C)c1c2Oc3c(C(=O)c2ccc1)cccc3,C[NH+](C)CCNC(=O)c1cccc2c1oc3ccccc3c2=O
O(CCCCCC)c1c2c(c(C(=[N+H2])N(CCCC)CCCC)cc1)cccc2,CCCCCCOc1ccc(c2c1cccc2)C(=[NH2+])N(CCCC)CCCC
O[C@H]([C@@H]([N+H3])C)C[C@@H](O)CCCCCCCCCCCCC,CCCCCCCCCCCCCC(CC(C(C)[NH3+])O)O
Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@@H]2[N+H2]C[C@@H](OC(=O)N(C)C)C2)c3)c1,CN(C)C(=O)OC1CC([NH2+]C1)C#Cc2cc3c(s2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F
Fc1ccc(Cn2c(NC3CC[N+H](CCc4ccc(OC)cc4)CC3)nc3c2cccc3)cc1,COc1ccc(cc1)CC[NH+]2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(cc5)F
[N+H2](Cc1c(C)cccn1)C1CC([N+H2]Cc2c(C)cccn2)CC([N+H2]Cc2c(C)cccn2)C1,Cc1cccnc1C[NH2+]C2CC(CC(C2)[NH2+]Cc3c(cccn3)C)[NH2+]Cc4c(cccn4)C
O=[N+]([O-])c1ccc(C(=O)Oc2cc3C(=O)c4c(NCCC[N+H](C)C)ccc5nnn(c45)-c3cc2)cc1,C[NH+](C)CCCNc1ccc2c3c1c(=O)c4cc(ccc4n3nn2)OC(=O)c5ccc(cc5)[N+](=O)[O-]
S(C(=[N+H2])N)Cc1c2c(c(CSC(=[N+H2])N)c3c1cccc3)cccc2,c1ccc2c(c1)c(c3ccccc3c2CSC(=[NH2+])N)CSC(=[NH2+])N
O=C(O[C@H]/1[C@H](OC)/C=C\C=C(\C)/C(=O)NC=2C(=O)C(=C([N+H2]CC=C)C(=O)C=2)C[C@@H](C)C[C@@H](OC)[C@H](OC(=O)CC[N+H3])[C@H](C)/C=C\1/C)N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)[NH2+]CC=C)C)OC)OC(=O)N)C)C)OC(=O)CC[NH3+])OC
O(CC[N+H2]C)c1ccc(/C(=C(/CC)\c2ccccc2)/c2ccc(O)cc2)cc1,CCC(=C(c1ccc(cc1)O)c2ccc(cc2)OCC[NH2+]C)c3ccccc3
S(=O)(=O)(N(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CC[N+H](Cc2ccc(C(F)(F)F)cc2)CC1)N,c1cc(ccc1C[NH+]2CCC(CC2)N(c3cc(cc(c3)C(F)(F)F)C(F)(F)F)S(=O)(=O)N)C(F)(F)F
Clc1cc2nc3c(c(Nc4cc(C[N+H]5CCCC5)c(O)c(C[N+H]5CCCC5)c4)c2cc1)nc(OC)cc3,COc1ccc2c(n1)c(c3ccc(cc3n2)Cl)Nc4cc(c(c(c4)C[NH+]5CCCC5)O)C[NH+]6CCCC6
O=C(O[C@H]/1[C@H](OC)/C=C\C=C(\C)/C(=O)NC=2C(=O)C(=C([N+H2]CCC)C(=O)C=2)C[C@@H](C)C[C@@H](OC)[C@@H](OC(=O)CCC[N+H3])[C@H](C)/C=C\1/C)N,CCC[NH2+]C1=C2CC(CC(C(C(C=C(C(C(C=CC=C(C(=O)NC(=CC1=O)C2=O)C)OC)OC(=O)N)C)C)OC(=O)CCC[NH3+])OC)C
Clc1c([N+](=O)[O-])cc(-c2c(/C=N\NC(=[N+H2])N)n3C(C)=C(C)Sc3n2)c(Cl)c1,Cc1c(sc2n1c(c(n2)c3cc(c(cc3Cl)Cl)[N+](=O)[O-])C=NNC(=[NH2+])N)C
O=C(Nc1nc2C(=O)c3c(Sc2cc1)cccc3)CC[N+H]1CCCCC1,c1ccc2c(c1)c(=O)c3c(s2)ccc(n3)NC(=O)CC[NH+]4CCCCC4
O=C(Nc1nn(C)c(C(=O)Nc2nn(C)c(C(=O)NCCC[N+H](C)C)c2)c1)CCCOc1c(OC)cc2C(=O)N3C(C=Nc2c1)CCC3,Cn1c(cc(n1)NC(=O)CCCOc2cc3c(cc2OC)C(=O)N4CCCC4C=N3)C(=O)Nc5cc(n(n5)C)C(=O)NCCC[NH+](C)C
O(C)c1cc2c(cc(C[N+H]3CCC(C4CC[N+H2]CC4)CC3)cc2)cc1,COc1ccc2cc(ccc2c1)C[NH+]3CCC(CC3)C4CC[NH2+]CC4
Fc1ccc(NC(=O)C2(C(=O)Nc3ccc(Oc4c5c([nH]c(C(=O)NCC[N+H]6CCOCC6)c5)ncc4)cc3)CC2)cc1,c1cc(ccc1NC(=O)C2(CC2)C(=O)Nc3ccc(cc3)F)Oc4ccnc5c4cc([nH]5)C(=O)NCC[NH+]6CCOCC6
Clc1c(N=N/C(=[N+H]/N2C(C)=Nc3c(C2=O)cccc3)/c2ccccc2)cc(Cl)cc1,Cc1nc2ccccc2c(=O)n1[NH+]=C(c3ccccc3)N=Nc4cc(ccc4Cl)Cl
O=C1C([N+H3])(CC)C2=C(C(=O)N3C(c4nc5c(cc4C3)cccc5)=C2)CO1,CCC1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4)[NH3+]
Brc1ccc(C=2NC(=[N+H2])C(C#N)=C(c3n(C)ccc3)C=2)cc1,Cn1cccc1c2cc([nH]c(=[NH2+])c2C#N)c3ccc(cc3)Br
O(C)c1cc(OC)cc(Cn2c3c(c(C[N+H](C)C)c(O)cc3)c3C(=O)c4c(C(=O)c23)cccc4)c1,C[NH+](C)Cc1c(ccc2c1c3c(n2Cc4cc(cc(c4)OC)OC)C(=O)c5ccccc5C3=O)O
Clc1ccc(N2C(C)(C)[N+H]=C(N)[N+H]=C2N)cc1,CC1([NH+]=C([NH+]=C(N1c2ccc(cc2)Cl)N)N)C
S=C1N(C[N+H]2CCCCC2)C(=O)/C(=C\c2ccc(C)cc2)/N1,Cc1ccc(cc1)C=C2C(=O)N(C(=S)N2)C[NH+]3CCCCC3
O(C)c1c(OC)cc(NC(CCC[N+H2]C(C)C)C)c2ncccc12,CC(C)[NH2+]CCCC(C)Nc1cc(c(c2c1nccc2)OC)OC
N(C1=[N+H]c2c(N(Cc3ccccc3)C(C)C1)cccc2)C1CCCCC1,CC1CC(=[NH+]c2ccccc2N1Cc3ccccc3)NC4CCCCC4
O=C(OCCCCCCN1C(=O)N=C(N)C=C1)NC(C(=O)[O-])CCCNC(=[N+H2])N,c1cn(c(=O)nc1N)CCCCCCOC(=O)NC(CCCNC(=[NH2+])N)C(=O)[O-]
O(C)c1c2c(c(C(=[N+H2])N(CCCCCCC)CCCCCCC)cc1)cccc2,CCCCCCCN(CCCCCCC)C(=[NH2+])c1ccc(c2c1cccc2)OC
Clc1ccc(C(=O)C=2N(CCC[N+H]3CCN(c4cc(C(F)(F)F)ccc4)CC3)S(=O)(=O)c3nc(C)cc(C)c3C=2O)cc1,Cc1cc(nc2c1C(=C(N(S2(=O)=O)CCC[NH+]3CCN(CC3)c4cccc(c4)C(F)(F)F)C(=O)c5ccc(cc5)Cl)O)C
Clc1c(Cl)ccc(/C=C/C(=O)C(C[N+H](CC)CC)(C)C)c1,CC[NH+](CC)CC(C)(C)C(=O)C=Cc1ccc(c(c1)Cl)Cl
S(CC([N+H3])C(=O)[O-])C1(C)C(=O)NC(=O)C1,CC1(CC(=O)NC1=O)SCC(C(=O)[O-])[NH3+]
S(C)C1=[N+H]c2n(COC(CO)CO)c(c(C)c2C2=[N+H]C(=O)CN12)-c1ccccc1,Cc1c2c(n(c1c3ccccc3)COC(CO)CO)[NH+]=C(N4C2=[NH+]C(=O)C4)SC
O=C(n1nc(C)c2C(c3c(O)cccc3)SC(=[N+H2])Nc12)c1c(O)cccc1,Cc1c2c(n(n1)C(=O)c3ccccc3O)NC(=[NH2+])SC2c4ccccc4O
S(CC([N+H3])C(=O)[O-])C/C=C(\CC/C=C(\CNc1ccccc1)/C)/C,CC(=CCSCC(C(=O)[O-])[NH3+])CCC=C(C)CNc1ccccc1
ClCC(Nc1c2c([n+H]cc1)cc(Cl)cc2)CCC[N+H](CC)CC,CC[NH+](CC)CCCC(CCl)Nc1cc[nH+]c2c1ccc(c2)Cl
Clc1cc2[n+H]ccc(N3CCN(c4nc(Nc5ccc(F)cc5)cc(C)n4)CC3)c2cc1,Cc1cc(nc(n1)N2CCN(CC2)c3cc[nH+]c4c3ccc(c4)Cl)Nc5ccc(cc5)F
Clc1c(C)cc(S(=O)(=O)/N=C(\N=C/c2sc([N+](=O)[O-])cc2)/N[N+H2]C)c(SCc2ccccc2)c1,Cc1cc(c(cc1Cl)SCc2ccccc2)S(=O)(=O)N=C(N[NH2+]C)N=Cc3ccc(s3)[N+](=O)[O-]
C(C)(C)N1C(CCCCCCCCCCCCC)=[N+H]C(C)(C)C1,CCCCCCCCCCCCCC1=[NH+]C(CN1C(C)C)(C)C
O=C(NCC[N+H]1CCCC1)c1[n+H]c2n(c1)C=1C(=O)c3c(SC=1C=C2)cccc3,c1ccc2c(c1)c(=O)c3c(s2)ccc4n3cc([nH+]4)C(=O)NCC[NH+]5CCCC5
O(C)c1c(C[N+H2]CCCN2C(=O)c3c4c5c(C(=O)N(CCCNCC[N+H2]CCC[N+H3])C(=O)c5cc3)ccc4C2=O)cccc1,COc1ccccc1C[NH2+]CCCN2C(=O)c3ccc4c5c3c(ccc5C(=O)N(C4=O)CCCNCC[NH2+]CCC[NH3+])C2=O
[N+H2]=C(Nc1nc(C)c2c(n1)ccc1c2cccc1)N,Cc1c2c3ccccc3ccc2nc(n1)NC(=[NH2+])N
Clc1cc2[n+H]ccc(NCCCNc3nc(Nc4cc(OC)cc(OC)c4)ccn3)c2cc1,COc1cc(cc(c1)OC)Nc2ccnc(n2)NCCCNc3cc[nH+]c4c3ccc(c4)Cl
S(SCC[N+H2]CCCCCCCCCC)(=O)(=O)[O-],CCCCCCCCCC[NH2+]CCSS(=O)(=O)[O-]
O=C(c1ccc(Oc2ccc(C)cc2)cc1)C1C(O)(c2ccc(Oc3ccc(C)cc3)cc2)CC[N+H](CC)C1,CC[NH+]1CCC(C(C1)C(=O)c2ccc(cc2)Oc3ccc(cc3)C)(c4ccc(cc4)Oc5ccc(cc5)C)O
O=C(OCC)/C(=C/[N+H2]C(CO)(C)C)/c1[nH]c2c(n1)cccc2,CCOC(=O)C(=C[NH2+]C(C)(C)CO)c1[nH]c2ccccc2n1
O=C(/[N+H]=C/1\N(CCc2c3c([nH]c2)cccc3)C(=O)CCN\1)N,c1ccc2c(c1)c(c[nH]2)CCN3C(=O)CCNC3=[NH+]C(=O)N
O=C(N)C=1[N+H2]C(CC)(C)N=C2N(/N=C(\C)/C)C=NC=12,CCC1([NH2+]C(=c2c(=N1)n(cn2)N=C(C)C)C(=O)N)C
S(/C(=[N+H]\CCCCCCCC)/NCCCCCCCC)Cc1c2c(ccc1)cccc2,CCCCCCCCNC(=[NH+]CCCCCCCC)SCc1cccc2c1cccc2
O=C([O-])C[N+H](CC(=O)[O-])C,C[NH+](CC(=O)[O-])CC(=O)[O-]
Cl/C(/SCC([N+H3])C(=O)[O-])=C/Cl,C(C(C(=O)[O-])[NH3+])SC(=CCl)Cl
O=C1C([N+H2]CC(c2ccccc2)c2ccccc2)=CC(=O)c2c1nccc2,c1ccc(cc1)C(C[NH2+]C2=CC(=O)c3cccnc3C2=O)c4ccccc4
O(C)c1cc(/C(/[N+H2]C(CCC[N+H](CC)CC)C)=C\2/C(=O)N(c3c4c(nc5c3cccc5)cccc4)NC(=O)/C/2=C(\[N+H2]C(CCC[N+H](CC)CC)C)/c2cc(OC)ccc2)ccc1,CC[NH+](CC)CCCC(C)[NH2+]C(=c1c(=C(c2cccc(c2)OC)[NH2+]C(C)CCC[NH+](CC)CC)c(=O)n([nH]c1=O)c3c4ccccc4nc5c3cccc5)c6cccc(c6)OC
Cl/C(/Cl)=C(/Cl)\C(\[N+](=O)[O-])=C(\[N+H]1CCCCC1)/n1nnc2c1cccc2,c1ccc2c(c1)nnn2C(=C(C(=C(Cl)Cl)Cl)[N+](=O)[O-])[NH+]3CCCCC3
O(NC(=O)C(C(=[N+H2])NOC(=O)c1ccccc1)Cc1ccccc1)C(=O)c1ccccc1,c1ccc(cc1)CC(C(=[NH2+])NOC(=O)c2ccccc2)C(=O)NOC(=O)c3ccccc3
O(CCC[N+H3])[C@@H]1[C@]2(C)[C@@H]([C@@H](CCC[N+H2]CCCCCCCC)C)CC[C@H]2[C@@H]2[C@H](OCCC[N+H3])C[C@@H]3[C@@](C)([C@H]2C1)CC[C@@H](OCCC[N+H3])C3,CCCCCCCC[NH2+]CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OCCC[NH3+])C)OCCC[NH3+])OCCC[NH3+])C
O=C(OC1C(O)C2[N+H](C)C1CC(OC(=O)c1cc(OC)c(OC)c(OC)c1)C2)/C=C/c1cc(OC)c(OC)c(OC)c1,C[NH+]1C2CC(CC1C(C2O)OC(=O)C=Cc3cc(c(c(c3)OC)OC)OC)OC(=O)c4cc(c(c(c4)OC)OC)OC
O=C(O[C@@H]1CC=2[C@@](C)(C3C(C4[C@@](C)(C(=O)/C(=C\c5cc(OC)c(OCC[N+H](CC)CC)cc5)/C4)CC3)CC=2)CC1)C,CC[NH+](CC)CCOc1ccc(cc1OC)C=C2CC3C4CC=C5CC(CCC5(C4CCC3(C2=O)C)C)OC(=O)C
Fc1c(N2CC[N+H](CC(=O)Nc3ccc(C(=O)/C=C/c4ccccc4)cc3)CC2)cc2N(C3CC3)C=C(C(=O)[O-])C(=O)c2c1,c1ccc(cc1)C=CC(=O)c2ccc(cc2)NC(=O)C[NH+]3CCN(CC3)c4cc5c(cc4F)c(=O)c(cn5C6CC6)C(=O)[O-]
O=C(N[N+H2]C1C(C)C(c2c(OC)c(OC)ccc2)c2c(O1)cc1OCOc1c2)N,CC1C(c2cc3c(cc2OC1[NH2+]NC(=O)N)OCO3)c4cccc(c4OC)OC
[N+H2]=C(N/N=C(\C=C\c1ccc(C)cc1)/c1ccccc1)N,Cc1ccc(cc1)C=CC(=NNC(=[NH2+])N)c2ccccc2
Clc1c(Cl)ccc(/C=C/2\C(=O)C[C@@]3(c4cc(O)ccc4)C[C@H]\2[N+H](C)CC3)c1,C[NH+]1CCC2(CC1C(=Cc3ccc(c(c3)Cl)Cl)C(=O)C2)c4cccc(c4)O
O=S1(=O)c2ccc(NC(=O)C[N+H2]CCC[N+H]3CCN(CC3)CCC[N+H2]CC(=O)Nc3ccc(S(=O)(=O)c4ccc(NC(=O)C[N+H2]CCC[N+H]5CCN(CC5)CCC[N+H2]CC(=O)Nc5ccc1cc5)cc4)cc3)cc2,c1cc2ccc1NC(=O)C[NH2+]CCC[NH+]3CCN(CCC[NH2+]CC(=O)Nc4ccc(cc4)S(=O)(=O)c5ccc(cc5)NC(=O)C[NH2+]CCC[NH+]6CCN(CCC[NH2+]CC(=O)Nc7ccc(cc7)S2(=O)=O)CC6)CC3
Clc1ccc(-c2[n+H]c(SCc3cc(C#N)ccc3)n(-c3cc(OC)c(OC)c(OC)c3)c2)cc1,COc1cc(cc(c1OC)OC)n2cc([nH+]c2SCc3cccc(c3)C#N)c4ccc(cc4)Cl
O(C)C1C=CC23c4c(C(O)OC2C[N+H](C)C3C1)cc1OCOc1c4,C[NH+]1CC2C3(C1CC(C=C3)OC)c4cc5c(cc4C(O2)O)OCO5
Clc1c(S(F)(=O)=O)cc(CCCCc2cc(N3C(C)(C)[N+H]=C(N)[N+H]=C3N)ccc2)cc1,CC1([NH+]=C([NH+]=C(N1c2cccc(c2)CCCCc3ccc(c(c3)S(=O)(=O)F)Cl)N)N)C
O=C1c2c(NCC[N+H2]C)c3c(C[N+H](C)C)c[nH]c3c(NCC[N+H2]C)c2C(=O)c2c1cccc2,C[NH2+]CCNc1c2c(c[nH]c2c(c3c1C(=O)c4ccccc4C3=O)NCC[NH2+]C)C[NH+](C)C
OC(C[N+H3])C[N+H2]CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC/C=C\CC[N+H2]CC(O)C[N+H3],C(CCC=CCC[NH2+]CC(C[NH3+])O)CCC=CCC=CCC=CCC=CCC=CCC=CCC[NH2+]CC(C[NH3+])O
O[C@H]1[C@@H]2[C@@H]([N+H](C)Cc3c4OCOc4ccc23)c2c(cc3OCOc3c2)C1,C[NH+]1Cc2c(ccc3c2OCO3)C4C1c5cc6c(cc5CC4O)OCO6
O=C1/C(=C\c2cc3OCOc3cc2)/CCC1C[N+H]1CCOCC1,c1cc2c(cc1C=C3CCC(C3=O)C[NH+]4CCOCC4)OCO2
O=[N+]([O-])c1cc(c([O-])cc1)C1[N+H](C)CCCN1C,C[NH+]1CCCN(C1c2cc(ccc2[O-])[N+](=O)[O-])C
